"j",680,"j","100","1","2","1"
"j",584,"j","51","1","1","2"
"j",460,"j","62","1","1","2"
"j",599,"j","118","1","2","2"
"k",659,"k","67","2","2","1"
"j",503,"j","112","1","2","1"
"j",507,"j","98","1","2","1"
"j",643,"j","110","1","2","1"
"k",570,"k","74","2","2","1"
"k",632,"k","16","2","1","1"
"k",564,"k","88","2","2","2"
"j",477,"j","44","1","1","1"
"j",688,"j","104","1","2","1"
"k",574,"k","89","2","2","2"
"k",898,"k","29","2","1","2"
"j",575,"j","39","1","1","1"
"k",832,"k","75","2","2","1"
"j",588,"j","106","1","2","1"
"j",517,"j","47","1","1","1"
"k",585,"k","76","2","2","1"
"j",549,"j","116","1","2","2"
"j",552,"j","34","1","1","1"
"j",470,"j","101","1","2","1"
"j",481,"j","97","1","2","1"
"k",662,"k","14","2","1","1"
"j",615,"j","99","1","2","1"
"k",667,"k","12","2","1","1"
"k",833,"k","27","2","1","2"
"j",561,"j","117","1","2","2"
"j",536,"j","111","1","2","1"
"j",551,"j","128","1","2","2"
"k",443,"k","15","2","1","1"
"k",532,"k","30","2","1","2"
"k",596,"k","21","2","1","2"
"j",524,"j","48","1","1","1"
"k",659,"k","6","2","1","1"
"k",564,"k","13","2","1","1"
"k",518,"k","82","2","2","2"
"k",727,"k","86","2","2","2"
"k",612,"k","73","2","2","1"
"j",510,"j","120","1","2","2"
"k",591,"k","3","2","1","1"
"j",650,"j","38","1","1","1"
"j",528,"j","43","1","1","1"
"j",654,"j","115","1","2","2"
"k",603,"k","69","2","2","1"
"j",522,"j","42","1","1","1"
"k",545,"k","78","2","2","1"
"j",474,"j","64","1","1","2"
"k",548,"k","95","2","2","2"
"j",570,"j","122","1","2","2"
"j",475,"j","57","1","1","2"
"k",571,"k","68","2","2","1"
"k",832,"k","26","2","1","2"
"j",651,"j","45","1","1","1"
"k",548,"k","4","2","1","1"
"j",584,"j","121","1","2","2"
"k",483,"k","71","2","2","1"
"j",632,"j","50","1","1","2"
"k",558,"k","79","2","2","1"
"k",551,"k","22","2","1","2"
"j",687,"j","61","1","1","2"
"k",577,"k","77","2","2","1"
"j",465,"j","105","1","2","1"
"j",587,"j","113","1","2","2"
"j",599,"j","52","1","1","2"
"k",601,"k","90","2","2","2"
"j",483,"j","33","1","1","1"
"j",559,"j","125","1","2","2"
"j",565,"j","46","1","1","1"
"k",627,"k","70","2","2","1"
"k",516,"k","24","2","1","2"
"j",672,"j","126","1","2","2"
"k",962,"k","20","2","1","2"
"k",523,"k","65","2","2","1"
"k",834,"k","32","2","1","2"
"k",703,"k","7","2","1","1"
"k",570,"k","8","2","1","1"
"k",578,"k","2","2","1","1"
"j",491,"j","58","1","1","2"
"j",578,"j","35","1","1","1"
"k",597,"k","23","2","1","2"
"k",709,"k","25","2","1","2"
"j",475,"j","40","1","1","1"
"k",693,"k","93","2","2","2"
"j",670,"j","103","1","2","1"
"k",499,"k","11","2","1","1"
"k",583,"k","10","2","1","1"
"k",551,"k","85","2","2","2"
"j",629,"j","54","1","1","2"
"j",594,"j","127","1","2","2"
"k",596,"k","94","2","2","2"
"j",697,"j","49","1","1","2"
"k",1201,"k","81","2","2","2"
"k",874,"k","18","2","1","2"
"k",547,"k","92","2","2","2"
"k",691,"k","83","2","2","2"
"j",598,"j","107","1","2","1"
"j",483,"j","124","1","2","2"
"k",636,"k","9","2","1","1"
"j",621,"j","36","1","1","1"
"j",854,"j","109","1","2","1"
"j",584,"j","59","1","1","2"
"j",478,"j","108","1","2","1"
"j",662,"j","102","1","2","1"
"j",526,"j","60","1","1","2"
"k",508,"k","84","2","2","2"
"k",612,"k","96","2","2","2"
"k",715,"k","31","2","1","2"
"j",702,"j","114","1","2","2"
"j",566,"j","119","1","2","2"
"k",615,"k","28","2","1","2"
"j",500,"j","41","1","1","1"
"k",596,"k","19","2","1","2"
"j",579,"j","63","1","1","2"
"j",544,"j","55","1","1","2"
"k",571,"k","87","2","2","2"
"k",609,"k","80","2","2","1"
"k",774,"k","91","2","2","2"
"j",520,"j","53","1","1","2"
"j",524,"j","123","1","2","2"
"k",617,"k","17","2","1","2"
"j",681,"j","37","1","1","1"
"k",674,"k","5","2","1","1"
"k",625,"k","1","2","1","1"
"k",869,"k","72","2","2","1"
"j",499,"j","56","1","1","2"
"k",562,"k","66","2","2","1"
