"j",612,"j","55","1","1","2"
"j",614,"j","113","1","2","2"
"j",591,"j","60","1","1","2"
"j",586,"j","41","1","1","1"
"j",732,"j","121","1","2","2"
"k",566,"k","89","2","2","2"
"j",608,"j","64","1","1","2"
"j",662,"j","58","1","1","2"
"j",644,"j","117","1","2","2"
"k",661,"k","82","2","2","2"
"j",627,"j","123","1","2","2"
"j",763,"j","36","1","1","1"
"k",624,"k","23","2","1","2"
"k",671,"k","74","2","2","1"
"k",666,"k","2","2","1","1"
"k",631,"k","29","2","1","2"
"j",757,"j","54","1","1","2"
"j",593,"j","112","1","2","1"
"k",688,"k","22","2","1","2"
"k",722,"k","92","2","2","2"
"k",642,"k","77","2","2","1"
"k",644,"k","91","2","2","2"
"j",705,"j","108","1","2","1"
"k",666,"k","9","2","1","1"
"j",681,"k","31","2","1","2"
"k",853,"k","17","2","1","2"
"j",905,"j","110","1","2","1"
"k",620,"k","94","2","2","2"
"k",659,"k","30","2","1","2"
"j",796,"j","120","1","2","2"
"k",683,"k","1","2","1","1"
"k",604,"k","11","2","1","1"
"j",651,"j","46","1","1","1"
"j",692,"j","50","1","1","2"
"k",588,"k","69","2","2","1"
"j",749,"j","102","1","2","1"
"j",573,"j","103","1","2","1"
"k",557,"k","66","2","2","1"
"j",572,"j","44","1","1","1"
"j",632,"j","107","1","2","1"
"j",708,"j","51","1","1","2"
"k",558,"k","71","2","2","1"
"k",651,"k","76","2","2","1"
"k",573,"k","6","2","1","1"
"k",681,"k","10","2","1","1"
"k",726,"k","13","2","1","1"
"j",521,"j","98","1","2","1"
"k",596,"k","90","2","2","2"
"j",588,"j","43","1","1","1"
"k",683,"k","81","2","2","2"
"k",693,"k","20","2","1","2"
"j",616,"j","37","1","1","1"
"j",653,"j","124","1","2","2"
"k",612,"k","80","2","2","1"
"k",666,"k","68","2","2","1"
"k",611,"k","84","2","2","2"
"j",662,"j","63","1","1","2"
"k",599,"k","85","2","2","2"
"k",751,"k","12","2","1","1"
"k",678,"k","21","2","1","2"
"j",1044,"j","125","1","2","2"
"k",643,"k","4","2","1","1"
"j",767,"j","118","1","2","2"
"j",689,"j","49","1","1","2"
"j",665,"j","35","1","1","1"
"k",539,"k","5","2","1","1"
"j",524,"j","40","1","1","1"
"j",766,"j","61","1","1","2"
"k",962,"k","87","2","2","2"
"j",759,"j","97","1","2","1"
"k",647,"k","67","2","2","1"
"j",802,"j","33","1","1","1"
"j",605,"j","57","1","1","2"
"j",541,"j","116","1","2","2"
"k",776,"k","18","2","1","2"
"k",632,"k","7","2","1","1"
"k",694,"k","27","2","1","2"
"k",867,"k","86","2","2","2"
"k",688,"k","93","2","2","2"
"k",789,"k","14","2","1","1"
"j",620,"j","38","1","1","1"
"k",645,"k","96","2","2","2"
"k",609,"k","3","2","1","1"
"k",625,"k","16","2","1","1"
"j",549,"j","127","1","2","2"
"k",615,"k","75","2","2","1"
"j",768,"j","114","1","2","2"
"k",601,"k","73","2","2","1"
"j",678,"j","62","1","1","2"
"j",599,"j","109","1","2","1"
"j",561,"j","111","1","2","1"
"j",649,"j","119","1","2","2"
"k",658,"k","70","2","2","1"
"j",729,"j","99","1","2","1"
"k",692,"k","95","2","2","2"
"k",618,"k","65","2","2","1"
"j",628,"j","45","1","1","1"
"j",606,"j","100","1","2","1"
"j",545,"j","52","1","1","2"
"j",553,"j","105","1","2","1"
"j",581,"j","47","1","1","1"
"j",546,"j","59","1","1","2"
"k",667,"k","79","2","2","1"
"j",601,"j","39","1","1","1"
"j",644,"j","126","1","2","2"
"k",555,"k","15","2","1","1"
"j",486,"j","48","1","1","1"
"j",488,"j","56","1","1","2"
"k",676,"k","24","2","1","2"
"j",595,"j","34","1","1","1"
"k",803,"k","83","2","2","2"
"k",754,"k","19","2","1","2"
"j",579,"j","53","1","1","2"
"k",592,"k","72","2","2","1"
"j",514,"j","106","1","2","1"
"k",576,"k","8","2","1","1"
"k",617,"k","88","2","2","2"
"k",573,"k","26","2","1","2"
"j",572,"j","128","1","2","2"
"j",550,"j","122","1","2","2"
"j",703,"j","104","1","2","1"
"j",568,"j","42","1","1","1"
"k",662,"k","25","2","1","2"
"j",582,"j","115","1","2","2"
"j",641,"j","101","1","2","1"
"k",765,"k","28","2","1","2"
"k",947,"k","32","2","1","2"
"k",829,"k","78","2","2","1"
