"j",1425,"j","19","2","1","2"
"j",852,"k","116","1","2","2"
"k",866,"k","119","1","2","2"
"k",1104,"k","78","2","2","1"
"k",747,"k","77","2","2","1"
"k",684,"k","91","2","2","2"
"k",737,"k","86","2","2","2"
"k",512,"k","66","2","2","1"
"j",616,"j","8","2","1","1"
"j",676,"j","25","2","1","2"
"j",518,"j","4","2","1","1"
"k",746,"k","109","1","2","1"
"j",771,"j","10","2","1","1"
"k",845,"k","103","1","2","1"
"k",782,"k","125","1","2","2"
"k",592,"k","117","1","2","2"
"k",633,"k","82","2","2","2"
"j",475,"j","17","2","1","2"
"k",629,"k","120","1","2","2"
"k",585,"k","124","1","2","2"
"j",1242,"j","64","1","1","2"
"j",1053,"j","6","2","1","1"
"k",716,"k","102","1","2","1"
"j",1804,"k","114","1","2","2"
"k",1540,"k","89","2","2","2"
"j",751,"j","47","1","1","1"
"k",825,"k","115","1","2","2"
"j",691,"j","57","1","1","2"
"j",1002,"j","50","1","1","2"
"k",722,"k","90","2","2","2"
"k",770,"k","79","2","2","1"
"k",919,"k","121","1","2","2"
"j",637,"j","60","1","1","2"
"j",829,"j","52","1","1","2"
"j",747,"j","29","2","1","2"
"k",767,"k","106","1","2","1"
"j",715,"j","9","2","1","1"
"j",628,"j","31","2","1","2"
"j",661,"j","62","1","1","2"
"k",630,"k","126","1","2","2"
"j",664,"j","3","2","1","1"
"k",972,"k","72","2","2","1"
"j",680,"k","75","2","2","1"
"j",775,"j","58","1","1","2"
"k",864,"k","73","2","2","1"
"j",1447,"j","34","1","1","1"
"j",800,"j","12","2","1","1"
"k",850,"k","108","1","2","1"
"j",674,"j","28","2","1","2"
"k",854,"k","94","2","2","2"
"k",717,"k","105","1","2","1"
"k",750,"k","84","2","2","2"
"k",986,"k","118","1","2","2"
"j",630,"j","44","1","1","1"
"j",706,"j","33","1","1","1"
"k",1369,"k","98","1","2","1"
"k",1240,"k","113","1","2","2"
"k",704,"k","83","2","2","2"
"k",1266,"k","93","2","2","2"
"j",1378,"j","39","1","1","1"
"j",1259,"j","20","2","1","2"
"j",1419,"j","37","1","1","1"
"j",847,"j","41","1","1","1"
"j",767,"j","36","1","1","1"
"k",1238,"k","111","1","2","1"
"j",875,"j","51","1","1","2"
"k",786,"k","70","2","2","1"
"k",1136,"k","127","1","2","2"
"k",893,"k","67","2","2","1"
"j",779,"j","5","2","1","1"
"k",1007,"k","99","1","2","1"
"j",994,"j","27","2","1","2"
"k",750,"k","80","2","2","1"
"k",734,"k","123","1","2","2"
"j",884,"j","15","2","1","1"
"j",856,"j","32","2","1","2"
"k",819,"k","92","2","2","2"
"j",731,"j","21","2","1","2"
"j",813,"j","23","2","1","2"
"j",739,"j","13","2","1","1"
"k",916,"k","74","2","2","1"
"k",990,"k","110","1","2","1"
"j",1004,"j","53","1","1","2"
"j",914,"k","96","2","2","2"
"j",1097,"j","55","1","1","2"
"k",719,"k","100","1","2","1"
"j",768,"j","22","2","1","2"
"k",760,"k","85","2","2","2"
"j",596,"j","63","1","1","2"
"j",639,"j","45","1","1","1"
"k",871,"k","65","2","2","1"
"j",679,"j","2","2","1","1"
"k",664,"k","71","2","2","1"
"k",735,"k","87","2","2","2"
"",0,"j","49","1","1","2"
"j",663,"j","48","1","1","1"
"k",759,"k","68","2","2","1"
"j",662,"j","18","2","1","2"
"j",861,"j","11","2","1","1"
"j",666,"j","7","2","1","1"
"j",597,"j","56","1","1","2"
"k",813,"k","88","2","2","2"
"j",761,"j","46","1","1","1"
"j",647,"j","40","1","1","1"
"j",640,"j","42","1","1","1"
"k",956,"k","95","2","2","2"
"k",674,"k","76","2","2","1"
"j",844,"j","59","1","1","2"
"k",611,"k","107","1","2","1"
"j",695,"j","1","2","1","1"
"k",695,"k","128","1","2","2"
"k",842,"k","112","1","2","1"
"j",672,"j","35","1","1","1"
"j",918,"j","54","1","1","2"
"j",845,"j","26","2","1","2"
"k",767,"k","122","1","2","2"
"k",957,"k","101","1","2","1"
"k",1152,"k","97","1","2","1"
"j",703,"j","14","2","1","1"
"k",816,"k","81","2","2","2"
"j",663,"j","38","1","1","1"
"j",856,"j","24","2","1","2"
"j",760,"j","30","2","1","2"
"j",1049,"j","61","1","1","2"
"j",561,"j","43","1","1","1"
"k",737,"k","69","2","2","1"
"j",540,"j","16","2","1","1"
"k",789,"k","104","1","2","1"
