"k",1123,"k","117","1","2","2"
"k",886,"k","119","1","2","2"
"k",843,"k","111","1","2","1"
"j",979,"j","29","2","1","2"
"k",786,"k","103","1","2","1"
"j",887,"j","26","2","1","2"
"j",677,"j","48","1","1","1"
"j",680,"j","12","2","1","1"
"j",872,"j","14","2","1","1"
"j",1029,"j","47","1","1","1"
"j",833,"j","54","1","1","2"
"k",786,"k","101","1","2","1"
"k",973,"k","81","2","2","2"
"j",683,"j","21","2","1","2"
"k",708,"k","127","1","2","2"
"k",663,"k","75","2","2","1"
"k",629,"k","105","1","2","1"
"j",641,"j","7","2","1","1"
"j",649,"j","53","1","1","2"
"j",673,"j","51","1","1","2"
"k",495,"k","82","2","2","2"
"k",681,"k","110","1","2","1"
"j",758,"j","20","2","1","2"
"j",675,"j","28","2","1","2"
"k",590,"k","87","2","2","2"
"j",557,"j","8","2","1","1"
"j",703,"j","5","2","1","1"
"j",577,"j","9","2","1","1"
"k",797,"k","97","1","2","1"
"j",652,"j","60","1","1","2"
"j",680,"j","32","2","1","2"
"k",652,"k","73","2","2","1"
"k",747,"k","123","1","2","2"
"k",662,"k","121","1","2","2"
"k",1020,"k","115","1","2","2"
"k",706,"k","116","1","2","2"
"k",680,"k","108","1","2","1"
"k",650,"k","102","1","2","1"
"j",677,"j","63","1","1","2"
"k",711,"k","124","1","2","2"
"k",737,"k","86","2","2","2"
"k",923,"k","120","1","2","2"
"j",646,"j","61","1","1","2"
"j",601,"j","13","2","1","1"
"j",577,"j","37","1","1","1"
"j",617,"j","62","1","1","2"
"k",525,"j","23","2","1","2"
"j",717,"k","96","2","2","2"
"j",628,"j","41","1","1","1"
"j",968,"j","15","2","1","1"
"k",1841,"k","76","2","2","1"
"j",651,"j","31","2","1","2"
"j",599,"j","10","2","1","1"
"k",961,"k","100","1","2","1"
"j",624,"j","45","1","1","1"
"j",664,"j","38","1","1","1"
"j",623,"j","11","2","1","1"
"j",1017,"j","49","1","1","2"
"k",822,"k","83","2","2","2"
"k",676,"k","66","2","2","1"
"k",724,"k","90","2","2","2"
"k",561,"k","70","2","2","1"
"k",674,"k","68","2","2","1"
"k",492,"k","65","2","2","1"
"k",1372,"k","72","2","2","1"
"k",931,"k","93","2","2","2"
"k",848,"k","106","1","2","1"
"k",718,"k","88","2","2","2"
"j",705,"j","22","2","1","2"
"j",665,"j","18","2","1","2"
"j",483,"j","17","2","1","2"
"j",1378,"j","50","1","1","2"
"k",934,"k","109","1","2","1"
"j",702,"j","27","2","1","2"
"j",546,"j","6","2","1","1"
"k",557,"k","69","2","2","1"
"j",638,"j","35","1","1","1"
"j",524,"j","56","1","1","2"
"j",672,"j","39","1","1","1"
"j",631,"j","46","1","1","1"
"k",868,"k","92","2","2","2"
"j",540,"j","43","1","1","1"
"j",738,"j","4","2","1","1"
"j",704,"j","55","1","1","2"
"j",691,"j","44","1","1","1"
"j",599,"j","25","2","1","2"
"k",762,"k","107","1","2","1"
"k",678,"k","122","1","2","2"
"k",798,"k","128","1","2","2"
"j",538,"j","16","2","1","1"
"j",538,"j","40","1","1","1"
"j",581,"j","2","2","1","1"
"k",629,"k","94","2","2","2"
"",0,"k","118","1","2","2"
"j",996,"j","1","2","1","1"
"k",1024,"k","89","2","2","2"
"k",601,"k","84","2","2","2"
"k",649,"k","79","2","2","1"
"k",736,"k","78","2","2","1"
"k",689,"k","99","1","2","1"
"j",611,"j","30","2","1","2"
"j",700,"j","33","1","1","1"
"j",552,"j","3","2","1","1"
"j",592,"j","24","2","1","2"
"k",581,"k","74","2","2","1"
"j",953,"j","34","1","1","1"
"j",558,"j","59","1","1","2"
"k",648,"k","71","2","2","1"
"j",757,"j","36","1","1","1"
"j",782,"k","126","1","2","2"
"k",845,"k","113","1","2","2"
"j",754,"j","52","1","1","2"
"k",713,"k","104","1","2","1"
"k",684,"k","125","1","2","2"
"j",883,"j","19","2","1","2"
"k",526,"k","85","2","2","2"
"k",1129,"k","98","1","2","1"
"k",550,"k","77","2","2","1"
"k",686,"k","112","1","2","1"
"k",807,"k","114","1","2","2"
"j",615,"j","58","1","1","2"
"k",596,"k","95","2","2","2"
"j",624,"j","57","1","1","2"
"k",671,"k","80","2","2","1"
"k",829,"k","67","2","2","1"
"k",680,"k","91","2","2","2"
"j",1195,"j","64","1","1","2"
"j",572,"j","42","1","1","1"
