"k",608,"k","108","1","2","1"
"j",578,"j","70","2","2","1"
"k",510,"k","45","1","1","1"
"j",655,"j","79","2","2","1"
"k",753,"k","102","1","2","1"
"j",808,"j","72","2","2","1"
"j",828,"j","85","2","2","2"
"k",800,"k","52","1","1","2"
"j",574,"j","91","2","2","2"
"j",757,"j","28","2","1","2"
"k",757,"k","116","1","2","2"
"j",785,"j","22","2","1","2"
"k",679,"k","106","1","2","1"
"k",675,"k","37","1","1","1"
"k",830,"k","35","1","1","1"
"k",622,"k","113","1","2","2"
"k",529,"k","122","1","2","2"
"j",746,"j","24","2","1","2"
"k",695,"k","50","1","1","2"
"k",560,"k","104","1","2","1"
"k",552,"k","62","1","1","2"
"j",655,"j","90","2","2","2"
"j",628,"j","27","2","1","2"
"j",832,"j","31","2","1","2"
"j",684,"j","76","2","2","1"
"k",636,"k","120","1","2","2"
"k",666,"k","40","1","1","1"
"k",582,"k","99","1","2","1"
"j",969,"j","81","2","2","2"
"k",701,"k","64","1","1","2"
"k",605,"k","121","1","2","2"
"j",773,"j","19","2","1","2"
"j",816,"j","26","2","1","2"
"j",693,"j","66","2","2","1"
"j",646,"j","71","2","2","1"
"k",604,"k","98","1","2","1"
"j",642,"j","9","2","1","1"
"j",549,"j","30","2","1","2"
"k",648,"k","36","1","1","1"
"k",603,"k","105","1","2","1"
"j",734,"j","73","2","2","1"
"k",1465,"k","44","1","1","1"
"j",565,"j","11","2","1","1"
"k",524,"k","63","1","1","2"
"k",551,"k","114","1","2","2"
"k",670,"k","103","1","2","1"
"j",580,"j","68","2","2","1"
"j",740,"j","80","2","2","1"
"k",693,"k","126","1","2","2"
"j",747,"j","23","2","1","2"
"j",652,"j","6","2","1","1"
"j",542,"j","88","2","2","2"
"j",683,"j","82","2","2","2"
"j",777,"j","20","2","1","2"
"j",543,"j","12","2","1","1"
"j",796,"j","67","2","2","1"
"j",505,"j","77","2","2","1"
"k",547,"k","112","1","2","1"
"j",617,"j","15","2","1","1"
"k",545,"k","57","1","1","2"
"j",677,"j","69","2","2","1"
"j",616,"j","10","2","1","1"
"j",684,"j","1","2","1","1"
"k",813,"k","47","1","1","1"
"k",875,"k","127","1","2","2"
"k",733,"k","34","1","1","1"
"k",511,"k","39","1","1","1"
"j",598,"j","94","2","2","2"
"k",744,"k","124","1","2","2"
"j",558,"j","21","2","1","2"
"k",783,"k","38","1","1","1"
"j",1063,"j","5","2","1","1"
"k",620,"k","110","1","2","1"
"k",664,"k","97","1","2","1"
"k",683,"k","111","1","2","1"
"j",775,"j","93","2","2","2"
"j",820,"j","95","2","2","2"
"j",548,"j","96","2","2","2"
"k",884,"k","117","1","2","2"
"k",779,"k","125","1","2","2"
"j",739,"j","84","2","2","2"
"k",678,"k","128","1","2","2"
"k",534,"k","58","1","1","2"
"j",735,"j","2","2","1","1"
"k",826,"k","51","1","1","2"
"j",785,"j","32","2","1","2"
"k",821,"k","118","1","2","2"
"j",1167,"j","83","2","2","2"
"k",845,"k","115","1","2","2"
"j",664,"j","87","2","2","2"
"j",764,"j","65","2","2","1"
"k",734,"k","100","1","2","1"
"k",792,"k","54","1","1","2"
"k",811,"k","60","1","1","2"
"k",648,"k","107","1","2","1"
"k",657,"k","48","1","1","1"
"j",746,"j","4","2","1","1"
"k",826,"k","61","1","1","2"
"j",784,"j","16","2","1","1"
"j",1057,"j","74","2","2","1"
"j",718,"j","17","2","1","2"
"j",613,"j","29","2","1","2"
"j",614,"j","75","2","2","1"
"j",634,"j","86","2","2","2"
"j",595,"j","25","2","1","2"
"k",848,"k","119","1","2","2"
"k",506,"k","56","1","1","2"
"k",660,"k","101","1","2","1"
"j",584,"j","78","2","2","1"
"j",612,"j","3","2","1","1"
"j",1029,"j","18","2","1","2"
"k",671,"k","53","1","1","2"
"k",625,"k","41","1","1","1"
"j",609,"j","14","2","1","1"
"k",1194,"k","42","1","1","1"
"k",638,"k","109","1","2","1"
"k",653,"k","49","1","1","2"
"k",581,"k","46","1","1","1"
"k",493,"k","123","1","2","2"
"j",675,"j","7","2","1","1"
"j",1129,"j","92","2","2","2"
"k",577,"k","43","1","1","1"
"k",958,"k","55","1","1","2"
"j",641,"j","8","2","1","1"
"j",869,"j","89","2","2","2"
"j",557,"j","13","2","1","1"
"k",694,"k","33","1","1","1"
"k",936,"k","59","1","1","2"
